username,date_of_election,isSuccessful,votes,edit_count,year_joined
Fuhghettaboutit,2007-04-06 02:27:00,1,0,73410,2005
Fvasconcellos,2007-06-03 16:25:00,1,0,29053,2006
Gaius Cornelius,2007-11-12 16:55:00,1,0,136171,2005
Garion96,2007-02-06 02:25:00,1,0,51853,2005
GDonato,2007-06-28 21:18:00,1,0,10863,2007
Geniac,2007-02-01 21:29:00,1,0,59837,2006
Geometry guy,2007-11-08 20:00:00,1,0,30863,2007
Georgewilliamherbert,2007-02-22 02:44:00,1,0,16245,2005
Gilliam,2007-01-29 18:29:00,1,0,275975,2005
Gimmetrow,2007-11-08 02:50:00,1,0,45151,2006
GlassCobra,2007-10-29 00:51:00,1,0,29590,2007
Goodnightmush,2007-05-30 04:31:00,1,0,10351,2006
Graham87,2007-08-07 06:45:00,1,0,130922,2005
Grant65,2007-06-25 13:16:00,1,0,19821,2004
Greeves,2007-06-20 02:33:00,1,0,3724,2006
Haemo,2007-08-14 06:10:00,1,0,17445,2005
Harryboyles,2007-02-25 01:58:00,1,0,19902,2006
Hbdragon88,2007-11-23 21:59:00,1,0,22018,2005
Heimstern,2007-02-09 14:42:00,1,0,16402,2006
Heligoland,2007-02-12 22:18:00,1,0,5,2007
Hemlock Martinis,2007-04-06 08:12:00,1,0,17740,2006
Henrik,2007-10-29 09:54:00,1,0,7536,2005
Herbythyme,2007-11-07 13:43:00,1,0,7096,2006
Hex,2007-09-13 00:28:00,1,0,0,2013
Hiberniantears,2007-10-13 16:39:00,1,0,8895,2005
"Hit bull, win steak",2007-10-30 20:24:00,1,0,9341,2006
Hu12,2007-02-08 00:38:00,1,0,91877,2006
Hut 8.5,2007-10-13 19:36:00,1,0,40850,2006
Ikiroid,2015-11-30 20:51:08.012442,1,0,6781,2005
Ioeth,2007-11-07 21:40:00,1,0,21773,2006
Iridescent,2007-09-13 19:34:00,1,0,193005,2006
Irishguy,2007-02-17 22:56:00,1,0,45851,2005
Isotope23,2007-01-10 19:46:00,1,0,16868,2005
Jéské Couriano,2007-10-10 08:12:00,1,0,24304,2006
J Milburn,2007-04-03 16:50:00,1,0,112404,2006
James086,2007-02-18 11:19:00,1,0,41604,2006
Jayvdb,2007-09-06 06:23:00,1,0,1,2009
Jehochman,2007-10-04 23:26:00,1,0,39354,2005
Jerry,2007-12-08 00:40:00,1,0,19297,2006
Jersey Devil,2007-01-26 06:44:00,1,0,10790,2005
Jersyko,2007-01-04 20:54:00,1,0,14671,2005
Jesse Viviano,2007-02-25 07:25:00,1,0,14380,2006
JForget,2007-09-13 20:38:00,1,0,108664,2006
JHunterJ,2007-09-25 00:31:00,1,0,66838,2006
Jj137,2007-12-16 00:33:00,1,0,53687,2006
Jmlk17,2007-06-01 00:07:00,1,0,35455,2005
JodyB,2007-06-29 14:14:00,1,0,16990,2006
Jogers,2007-09-09 20:11:00,1,0,34766,2005
John Reaves,2007-03-03 20:36:00,1,0,22067,2005
Jon513,2007-12-23 15:41:00,1,0,7512,2005
Jreferee,2007-06-22 23:18:00,1,0,20130,2006
Kafziel,2007-02-01 13:44:00,1,0,24915,2005
Kaiser matias,2007-12-02 10:35:00,1,0,24319,2004
Kane5187,2007-10-20 10:04:00,1,0,15673,2005
Kathryn NicDhàna,2007-11-15 07:48:00,1,0,0,2015
Keith D,2007-12-04 19:34:00,1,0,218196,2006
KFP,2007-03-29 00:07:00,1,0,10450,2005
Khukri,2006-11-29 21:39:00,1,0,13197,2005
Kicking222,2007-09-23 01:57:00,1,0,8475,2005
KieferSkunk,2007-10-22 01:19:00,1,0,8149,2005
Kinu,2007-01-02 06:25:00,1,0,35212,2005
Kizor,2007-10-09 03:12:00,1,0,13057,2003
KrakatoaKatie,2007-05-31 09:41:00,1,0,20665,2006
Kralizec!,2007-12-04 22:56:00,1,0,34687,2005
Krimpet,2007-04-22 07:30:00,1,0,0,2009
Kubigula,2007-06-12 07:12:00,1,0,1,2013
Kurt Shaped Box,2007-12-06 20:33:00,1,0,22676,2004
Kuru,2007-01-18 01:36:00,1,0,102600,2006
Kwsn,2007-10-23 22:25:00,1,0,0,2011
LaraLove,2007-11-03 12:43:00,1,0,0,2008
Leebo,2007-06-12 15:36:00,1,0,9409,2006
LessHeard vanU,2007-05-12 01:03:00,1,0,30790,2006
Lid,2007-11-06 05:29:00,1,0,14368,2006
Lradrama,2007-10-26 14:31:00,1,0,14661,2007
Lucasbfr,2007-05-14 12:55:00,1,0,0,2015
Lyrl,2007-08-05 23:35:00,1,0,7551,2005
Madman,2007-09-12 20:58:00,1,0,15120,2007
Magnus animum,2007-06-10 14:10:00,1,0,2,2007
Mallanox,2007-04-21 09:45:00,1,0,8801,2006
Marasmusine,2007-07-24 22:15:00,1,0,31373,2004
markles,2007-09-10 17:24:00,1,0,0,2011
Marskell,2007-02-17 12:46:00,1,0,22422,2005
Masamage,2007-05-13 12:41:00,1,0,16670,2006
Masem,2007-12-12 18:16:00,1,0,83295,2006
MastCell,2007-05-05 00:02:00,1,0,40729,2006
Matt Britt,2007-04-18 06:23:00,1,0,5922,2004
Mattbr,2007-06-26 22:38:00,1,0,24800,2006
MatthewUND,2007-08-02 08:10:00,1,0,18647,2005
Mattinbgn,2007-12-12 05:09:00,1,0,51584,2006
MaxSem,2007-05-13 17:57:00,1,0,14644,2005
Melburnian,2007-07-09 12:25:00,1,0,32418,2005
Meno25,2007-03-30 20:05:00,1,0,119692,2006
Metropolitan90,2007-09-23 07:01:00,1,0,36075,2005
Michael Greiner,2007-12-06 11:47:00,1,0,10521,2006
Michaelas10,2007-03-17 15:15:00,1,0,11793,2006
MichaelBillington,2007-03-17 11:32:00,1,0,18119,2006
Mike Peel,2007-07-02 10:20:00,1,0,20192,2005
Mikeblas,2015-11-30 20:51:08.144775,1,0,30876,2005
MJCdetroit,2007-07-20 20:31:00,1,0,19299,2005
monotonehell,2007-09-06 17:27:00,1,0,4919,2005
Moonriddengirl,2007-09-11 00:20:00,1,0,133039,2007
Moreschi,2007-02-06 01:37:00,1,0,19434,2006
MoRsE,2007-07-16 09:32:00,1,0,13336,2005
Mr.Z-man,2007-05-27 19:44:00,1,0,28428,2005
Mtmelendez,2007-09-25 03:17:00,1,0,10971,2006
Mysid,2007-01-15 19:11:00,1,0,13443,2005
MZMcBride,2007-05-06 04:15:00,1,0,178583,2005
Nat,2007-09-26 04:21:00,1,0,11246,2006
Natalie Erin,2007-03-07 23:16:00,1,0,23772,2006
Nehrams2020,2007-09-16 23:00:00,1,0,82497,2006
Newyorkbrad,2007-01-14 05:33:00,1,0,37819,2006
Nick Dowling,2007-12-21 08:10:00,1,0,1,2008
Night Gyr,2007-01-09 06:52:00,1,0,12051,2004
Nightscream,2007-11-06 14:07:00,1,0,110405,2005
Nihiltres,2007-05-14 20:04:00,1,0,34248,2005
Nikki311,2007-11-14 09:44:00,1,0,48471,2006
Nilfanion,2007-01-01 00:04:00,1,0,16334,2006
Nmajdan,2007-04-02 16:21:00,1,0,23688,2006
Number 57,2007-09-10 19:27:00,1,0,107826,2005
Nyttend,2007-11-01 04:00:00,1,0,244071,2006
Ocatecir,2007-05-20 18:58:00,1,0,10488,2006
Od Mishehu,2007-12-06 16:34:00,1,0,76124,2005
Oldelpaso,2007-03-17 09:58:00,1,0,17085,2005
Oldwindybear,2007-07-07 20:55:00,1,0,5177,2005
Orangemike,2007-11-12 20:54:00,1,0,97121,2004
Orderinchaos78,2007-03-06 06:07:00,1,0,0,2007
Oxymoron83,2007-11-11 21:16:00,1,0,80208,2007
Pascal.Tesson,2007-05-22 07:01:00,1,0,25698,2006
Pastordavid,2007-05-06 21:32:00,1,0,10302,2006
Pats1,2007-10-18 21:12:00,1,0,76025,2005
Pax:Vobiscum,2007-06-03 00:17:00,1,0,8421,2006
PeaceNT,2015-11-30 20:51:08.219404,1,0,14025,2006
Pedro,2007-09-10 08:22:00,1,0,22517,2006
Penwhale,2007-09-15 22:58:00,1,0,7158,2004
Persian Poet Gal,2007-02-08 23:59:00,1,0,37390,2005
Philippe,2007-07-13 03:50:00,1,0,17995,2006
Pigman,2007-11-01 03:11:00,1,0,30909,2005
PrimeHunter,2007-12-17 00:25:00,1,0,39618,2005
Prolog,2007-04-24 12:30:00,1,0,37837,2006
ProveIt,2007-02-14 15:45:00,1,0,52783,2005
Qwghlm,2007-01-23 14:15:00,1,0,21091,2004
Ragesoss,2007-04-20 04:57:00,1,0,20491,2005
Random832,2007-11-12 16:03:00,1,0,12146,2003
Raymond arritt,2007-07-23 01:34:00,1,0,13222,2006
Rebelguys2,2015-11-30 20:51:08.256205,1,0,11,2007
Recurring dreams,2007-09-24 13:37:00,1,0,9558,2006
RedirectCleanupBot,2007-10-04 20:54:00,1,0,1,2007
Resolute,2007-08-14 21:31:00,1,0,52154,2005
Rettetast,2007-05-06 22:37:00,1,0,158747,2006
Revolving Bugbear,2007-12-20 21:36:00,1,0,5915,2005
Richardshusr,2015-11-30 20:51:08.274461,1,0,6,2010
Rifleman 82,2007-11-07 16:59:00,1,0,31772,2006
Rigadoun,2007-11-05 08:05:00,1,0,30013,2006
Rkitko,2007-12-02 17:27:00,1,0,51111,2005
Rklawton,2007-03-06 16:18:00,1,0,38807,2006
Rlevse,2007-02-20 02:33:00,1,0,93195,2005
RockMFR,2007-08-07 02:39:00,1,0,28584,2006
Ronnotel,2007-09-19 07:46:00,1,0,7134,2005
Royalbroil,2007-11-19 01:10:00,1,0,50889,2005
Ruhrfisch,2007-12-07 18:34:00,1,0,51299,2005
Ryulong,2007-01-17 07:20:00,1,0,218132,2006
Salix alba,2007-12-17 16:34:00,1,0,21616,2005
Sam Blacketer,2007-04-21 10:56:00,1,0,24521,2006
Samulili,2007-09-28 07:45:00,1,0,798,2004
Sanchom,2007-06-21 11:00:00,1,0,6264,2006
Satori Son,2007-08-31 19:01:00,1,0,22981,2006
SatyrTN,2007-12-02 15:52:00,1,0,47189,2003
Savidan,2006-12-26 02:18:00,1,0,53687,2005
SB Johnny,2007-11-20 15:50:00,1,0,5977,2005
SchuminWeb,2007-05-07 21:20:00,1,0,95920,2005
Schutz,2007-08-08 21:42:00,1,0,8393,2004
Scientizzle,2007-04-23 18:30:00,1,0,27904,2006
Searchme,2007-05-07 15:51:00,1,0,27828,2005
Seattle Skier,2007-05-07 22:47:00,1,0,11601,2006
SebastianHelm,2007-11-07 02:10:00,1,0,18100,2003
Selket,2007-04-23 22:51:00,1,0,13275,2003
Seraphimblade,2007-03-06 01:04:00,1,0,24977,2005
SGGH,2007-03-17 23:14:00,1,0,49689,2006
Shadow1,2007-02-05 19:20:00,1,0,5415,2006
Shimeru,2007-03-08 21:49:00,1,0,7192,2004
Shirahadasha,2007-04-12 03:27:00,1,0,13544,2006
Shyamal,2007-06-09 06:55:00,1,0,49052,2002
SirFozzie,2007-06-08 23:41:00,1,0,11096,2006
SkierRMH,2007-11-15 07:20:00,1,0,0,2008
Slakr,2007-12-06 09:09:00,1,0,32131,2006
Slumgum,2007-05-01 23:41:00,1,0,10781,2005
Snowolf,2007-12-04 02:10:00,1,0,51229,2004
Soumyasch,2007-03-30 06:35:00,1,0,19372,2006
Spartaz,2007-06-16 07:56:00,1,0,32433,2006
Spebi,2007-11-13 06:44:00,1,0,0,2011
Spellcast,2007-11-06 20:14:00,1,0,34830,2006
SpuriousQ,2007-05-18 09:53:00,1,0,17804,2005
SQL,2007-09-20 07:04:00,1,0,14083,2007
ST47,2007-07-11 13:16:00,1,0,51231,2006
Staecker,2007-04-08 01:11:00,1,0,7225,2005
Stephan Schulz,2007-07-15 05:35:00,1,0,24002,2003
Stephen,2007-04-26 07:11:00,1,0,25285,2005
Swatjester,2007-02-09 02:49:00,1,0,19607,2006
Tabercil,2007-07-24 16:06:00,1,0,33874,2005
Tbo 157,2007-11-18 12:03:00,1,0,4598,2007
TeaDrinker,2007-11-08 20:44:00,1,0,25365,2005
The-G-Unit-Boss,2007-10-26 22:24:00,1,0,11856,2007
The Placebo Effect,2007-10-04 18:11:00,1,0,4759,2005
The Rambling Man,2007-04-26 15:13:00,1,0,139022,2005
The Random Editor,2007-09-07 19:00:00,1,0,6156,2007
the undertow,2007-07-20 11:31:00,1,0,11801,2006
Thespian,2007-10-29 23:42:00,1,0,2727,2005
Tikiwont,2007-10-15 09:39:00,1,0,31783,2006
TimVickers,2007-02-18 06:06:00,1,0,58110,2006
Tony Fox,2007-12-12 08:23:00,1,0,17839,2006
Tra,2007-07-17 19:51:00,1,0,8152,2004
Trusilver,2007-08-15 17:16:00,1,0,54660,2006
TSO1D,2007-01-11 23:35:00,1,0,5004,2005
TwinsMetsFan,2007-04-25 20:38:00,1,0,122109,2006
Useight,2007-12-01 01:03:00,1,0,71674,2006
Vassyana,2007-05-24 09:35:00,1,0,15105,2005
VegaDark,2007-02-08 21:27:00,1,0,17618,2005
Veinor,2007-02-26 18:24:00,1,0,19743,2005
VirtualSteve,2007-06-20 15:00:00,1,0,24139,2005
Visviva,2007-01-03 17:09:00,1,0,27026,2004
Wafulz,2007-03-15 05:54:00,1,0,28052,2006
Waggers,2007-03-21 23:58:00,1,0,38625,2006
Walton One,2015-11-30 20:51:08.429753,1,0,9577,2006
Wassupwestcoast,2007-12-08 05:16:00,1,0,11788,2006
William Pietri,2007-05-01 21:13:00,1,0,3523,2004
WilyD,2007-05-25 15:13:00,1,0,29777,2005
Wimt,2007-06-11 17:32:00,1,0,31317,2005
Wizardman,2007-01-22 02:22:00,1,0,238167,2006
WJBscribe,2007-03-19 23:58:00,1,0,38754,2006
WODUP,2007-08-23 05:04:00,1,0,13626,2006
Woodym555,2007-11-01 18:50:00,1,0,64,2007
Wrp103,2007-04-10 20:45:00,1,0,7525,2004
Xdamr,2007-03-26 13:52:00,1,0,15496,2006
xDanielx,2007-12-04 08:49:00,1,0,4215,2007
Xiner,2007-03-06 22:23:00,1,0,12583,2006
Xnuala,2007-07-20 06:23:00,1,0,7019,2006
Yamamoto Ichiro,2007-05-18 04:28:00,1,0,46549,2005
Yandman,2007-01-23 13:41:00,1,0,5707,2006
Yannismarou,2007-01-15 20:19:00,1,0,20250,2006
Yonatan,2007-05-14 21:02:00,1,0,8397,2006
Zzuuzz,2007-02-10 21:44:00,1,0,91583,2005
53180,2007-08-17 01:03:00,0,0,1070,2005
A Raider Like Indiana,2007-07-31 02:13:00,0,0,1662,2007
Abd,2007-10-10 18:33:00,0,0,14259,2005
Abela2006,2015-11-30 20:51:08.475020,0,0,25,2006
Acalamari,2007-03-21 17:10:00,0,0,112356,2006
ACBest,2007-07-28 17:43:00,0,0,5056,2006
Adun12,2007-02-08 02:26:00,0,0,638,2005
Aflumpire,2007-10-10 07:12:00,0,0,893,2007
Agüeybaná,2007-10-06 06:17:00,0,0,9714,2007
Ahadland1234,2007-03-19 23:13:00,0,0,997,2006
AKMask,2007-06-06 16:51:00,0,0,4956,2005
Aktron,2007-09-30 21:14:00,0,0,1207,2005
Alex43223,2007-03-13 00:17:00,0,0,12018,2005
Ali,2007-04-22 22:14:00,0,0,4399,2006
Amarkov,2007-02-10 03:36:00,0,0,11154,2006
Anonymous Dissident,2007-06-10 20:12:00,0,0,40921,2007
Anthony cfc,2007-02-08 22:17:00,0,0,1,2007
Anynobody,2007-03-28 02:13:00,0,0,4309,2007
AquaStreak,2007-07-07 14:51:00,0,0,223,2006
astroview120mm,2007-08-31 05:24:00,0,0,2688,2005
Avant Guard,2007-09-27 18:21:00,0,0,4472,2006
Averross,2015-11-30 20:51:08.495162,0,0,445,2006
AzaToth,2015-11-30 20:51:08.495724,0,0,22922,2004
Azuran,2007-05-23 23:26:00,0,0,7202,2006
Barneca,2007-09-12 15:05:00,0,0,16070,2006
Ben,2007-03-15 22:01:00,0,0,3731,2007
Betacommand,2007-09-06 20:20:00,0,0,86927,2005
BlakeCS,2007-03-17 03:21:00,0,0,1088,2006
Blueboy96,2007-11-18 01:57:00,0,0,0,2011
Bobes66,2007-11-27 19:17:00,0,0,52,2007
bobsmith319,2007-09-03 01:11:00,0,0,805,2006
Booksworm,2007-05-18 17:54:00,0,0,4314,2006
Booyabazooka,2007-07-24 05:21:00,0,0,8254,2002
BostonMA,2006-12-26 22:03:00,0,0,7570,2005
Bouncingmolar,2007-03-12 20:44:00,0,0,1492,2005
BovineBeast,2007-06-20 13:53:00,0,0,523,2003
brettzwo,2007-09-14 15:13:00,0,0,46,2007
Brylcreem2,2007-04-14 22:54:00,0,0,739,2006
Bushcarrot,2007-01-27 02:32:00,0,0,3638,2006
BYMAstudent,2007-06-17 10:17:00,0,0,266,2006
Caldorwards4,2007-07-15 11:30:00,0,0,45326,2005
Captain panda,2007-07-05 05:22:00,0,0,57992,2006
Captmondo,2007-09-18 14:59:00,0,0,4702,2005
Caribbean1,2007-02-15 17:05:00,0,0,765,2006
Carterdriggs,2007-10-13 09:11:00,0,0,0,2015
CastAStone,2007-11-29 04:03:00,0,0,3739,2005
Celticfan383,2007-06-22 17:47:00,0,0,1498,2006
Chacor,2007-03-06 05:01:00,0,0,13600,2006
Chamillitaryboi94,2007-01-04 21:00:00,0,0,68,2006
Chetblong,2007-06-08 17:03:00,0,0,0,2008
Chris G,2007-08-23 10:44:00,0,0,20237,2006
Chris is me,2007-01-30 02:25:00,0,0,2462,2005
Chrishomingtang,2007-12-02 02:21:00,0,0,2,2010
Chuckfromchan,2007-06-08 18:12:00,0,0,85,2007
CJMiller,2007-12-05 21:37:00,0,0,496,2007
Clamster5,2007-05-27 07:06:00,0,0,6093,2006
Clawson,2007-03-15 05:09:00,0,0,7011,2004
Cobi,2007-10-03 06:17:00,0,0,5804,2006
Cocoaguy,2007-09-12 23:11:00,0,0,5978,2006
Cometstyles,2007-04-11 12:48:00,0,0,29460,2006
Communist47,2007-02-24 09:01:00,0,0,143,2005
Coren,2007-07-27 14:59:00,0,0,18433,2003
Crassic,2007-08-12 15:52:00,0,0,0,2008
CRocka05,2007-09-07 02:44:00,0,0,489,2006
crownofworms,2007-08-07 14:20:00,0,0,85,2007
CyclePat,2007-01-18 23:25:00,0,0,8457,2005
Czac,2007-09-02 14:28:00,0,0,155,2007
Czarbender,2007-08-01 08:14:00,0,0,577,2006
Dagadt,2007-12-25 14:07:00,0,0,970,2007
Dalekusa,2007-11-29 18:05:00,0,0,756,2007
Daniel.Cardenas,2007-07-16 01:56:00,0,0,8094,2005
Danielfolsom,2007-10-09 01:21:00,0,0,8206,2006
Danswiki,2007-12-09 23:06:00,0,0,15,2007
Dantheman531,2007-08-28 21:34:00,0,0,3669,2006
Daven200520,2007-11-13 23:39:00,0,0,4096,2006
David.Mestel,2007-01-14 22:39:00,0,0,5396,2005
Davnel03,2007-03-10 16:32:00,0,0,8,2007
Davy1132,2007-03-03 05:28:00,0,0,16,2007
Desalvionjr,2007-08-27 19:11:00,0,0,380,2006
Dev920,2007-01-19 08:54:00,0,0,11362,2006
Dfrg.msc,2007-05-31 00:09:00,0,0,13779,2006
Dihydrogen Monoxide,2007-09-22 03:37:00,0,0,0,2008
DOSGuy,2007-07-02 08:29:00,0,0,7156,2006
Doyley,2007-09-17 18:31:00,0,0,1851,2006
Dream out loud,2007-06-30 19:18:00,0,0,21416,2005
Drmaik,2007-02-01 18:08:00,0,0,2983,2005
Drumlineramos,2007-10-30 04:38:00,0,0,1549,2006
dustihowe,2007-10-01 17:08:00,0,0,0,2008
DvDknight,2007-03-22 14:30:00,0,0,230,2007
Dynaflow,2007-05-12 21:51:00,0,0,11869,2006
Dynamictwo-o,2007-03-28 02:47:00,0,0,17,2007
E,2007-07-07 12:24:00,0,0,0,2008
EastGermanAllStar,2007-05-24 17:31:00,0,0,40,2007
Edmundkh,2007-07-04 11:51:00,0,0,0,2007
EdwinCasadoBaez,2007-01-11 09:24:00,0,0,4524,2006
eggwo,2007-03-06 21:47:00,0,0,45,2006
Elonka,2007-07-27 15:40:00,0,0,69826,2005
Emesee,2007-11-06 02:28:00,0,0,1486,2007
Errabee,2007-04-27 03:19:00,0,0,7549,2005
Eukesh,2007-04-26 01:47:00,0,0,2625,2004
Everyking,2007-02-07 13:11:00,0,0,146543,2004
Fan-1967,2007-01-26 23:02:00,0,0,21751,2006
FastLizard4,2007-11-10 05:35:00,0,0,7762,2006
Ferrett3,2007-02-19 03:19:00,0,0,235,2006
Fightindaman,2007-08-03 01:15:00,0,0,2219,2005
Finale Wiki Geek,2007-11-24 07:19:00,0,0,276,2007
Firefoxman,2007-02-09 23:27:00,0,0,0,2009
FirefoxRocks,2007-05-07 14:34:00,0,0,1552,2006
FisherQueen,2007-01-21 15:24:00,0,0,57520,2006
Flameviper,2007-02-01 13:05:00,0,0,2325,2005
Floaterfluss,2007-01-01 19:11:00,0,0,3387,2006
Flubeca,2007-08-29 02:25:00,0,0,3937,2006
Footballfan190,2007-12-29 04:49:00,0,0,2220,2007
Foundby,2007-01-10 07:14:00,0,0,677,2006
Froth,2007-03-09 06:00:00,0,0,10622,2005
Fyre2387,2007-06-06 18:28:00,0,0,4604,2005
gagueci,2007-08-23 03:20:00,0,0,266,2006
Gatoclass,2007-12-09 21:13:00,0,0,71227,2006
Gay Cdn,2007-02-06 23:23:00,0,0,38969,2006
Geoffr,2007-11-08 20:51:00,0,0,1858,2005
Gizwidget,2007-02-12 04:36:00,0,0,83,2005
Gndawydiak,2007-01-17 08:11:00,0,0,653,2006
Goodshoped35110s,2007-10-14 06:51:00,0,0,4317,2007
Gp75motorsports,2007-10-03 14:32:00,0,0,4,2009
Gracenotes,2007-05-22 01:26:00,0,0,18359,2005
GreaterWikiholic,2007-05-31 00:58:00,0,0,1962,2007
greenboxed,2007-04-06 23:03:00,0,0,905,2006
Groupempty,2007-03-06 15:08:00,0,0,289,2007
Grubber,2007-01-31 01:37:00,0,0,3658,2005
Gurch,2007-11-01 10:05:00,0,0,109719,2005
Hardcore Hak,2007-11-29 14:35:00,0,0,389,2007
HarryMaxwell,2007-07-01 20:58:00,0,0,108,2007
Hdt83,2007-05-26 11:01:00,0,0,17346,2006
hehehehehehehe,2007-05-24 08:23:00,0,0,26,2007
Hencetalk,2007-12-03 13:40:00,0,0,215,2007
Hersfold,2007-06-06 01:37:00,0,0,33142,2006
Hex,2007-03-27 15:03:00,0,0,0,2013
Hiberniantears,2007-06-28 01:42:00,0,0,8895,2005
Hiddenhearts,2015-11-30 20:51:08.662471,0,0,584,2006
Hirak 99,2007-03-25 21:27:00,0,0,728,2005
HisSpaceResearch,2007-11-11 18:04:00,0,0,14814,2006
holmes.sherlock,2007-08-14 03:05:00,0,0,671,2007
HyperSonicBoom,2007-02-13 01:51:00,0,0,750,2006
IBeatAnorexia,2007-03-23 17:32:00,0,0,57,2007
Ilyushka88,2007-10-27 17:28:00,0,0,6521,2007
Imdanumber1,2007-05-26 16:21:00,0,0,3357,2006
Ineversigninsodonotmessageme,2007-10-30 04:35:00,0,0,949,2007
IronDuke,2007-03-20 11:23:00,0,0,9061,2005
Ishikawa Minoru,2007-07-11 22:25:00,0,0,2282,2006
Ispy1981,2007-06-03 10:45:00,0,0,2495,2006
IvoShandor,2007-06-05 22:54:00,0,0,29951,2006
J Milburn,2007-01-19 03:43:00,0,0,112404,2006
Jakew,2007-01-18 17:51:00,0,0,17277,2004
Jason Quinn,2007-10-18 22:21:00,0,0,32371,2004
Jet123,2007-03-11 08:04:00,0,0,1,2009
JetLover,2007-08-23 23:21:00,0,0,10950,2007
Jetstar888,2015-11-30 20:51:08.678785,0,0,69,2006
JForget,2007-02-27 23:22:00,0,0,108664,2006
Jftsang,2007-12-01 16:58:00,0,0,874,2005
Jhfireboy,2007-05-03 12:20:00,0,0,0,2013
Joebengo,2007-04-08 02:26:00,0,0,4137,2006
Johnny Au,2007-12-27 19:45:00,0,0,33081,2006
Jonathan,2007-11-11 20:06:00,0,0,0,2008
Jor,2004-03-29 05:17:00,0,0,7330,2003
Jreferee,2007-03-20 21:10:00,0,0,20130,2006
Jrockley,2007-04-04 01:44:00,0,0,7008,2005
Judae1,2007-01-24 17:35:00,0,0,2152,2006
Juggernaut0102,2007-11-08 13:12:00,0,0,398,2006
JuJube,2007-03-29 00:48:00,0,0,44091,2005
Juliancolton,2007-12-24 20:19:00,0,0,121456,2006
Just H,2007-01-03 01:06:00,0,0,8628,2006
Karrmann,2007-06-28 17:19:00,0,0,8512,2005
Kermanshahi,2007-03-20 19:24:00,0,0,12533,2007
KGV,2007-03-10 13:40:00,0,0,2813,2006
King Óðinn The Aesir,2007-12-15 20:56:00,0,0,135,2007
Kitia,2007-07-10 22:00:00,0,0,6189,2006
Knobbie10,2007-05-23 17:24:00,0,0,233,2007
Kntrabssi,2007-03-12 20:43:00,0,0,2544,2005
Kornfan71,2007-10-09 02:06:00,0,0,2939,2006
Kwsn,2007-07-03 21:32:00,0,0,0,2011
KyraVixen,2007-02-27 03:03:00,0,0,6782,2006
Kyriakos,2007-02-28 08:06:00,0,0,10280,2005
Lake54,2007-05-08 18:25:00,0,0,49,2006
Laleena,2007-07-29 22:13:00,0,0,806,2006
Lazylaces,2007-09-23 21:17:00,0,0,3005,2006
Limetolime,2007-08-08 23:10:00,0,0,6988,2006
Loom91,2007-06-01 11:11:00,0,0,2505,2005
Lord Hawk,2007-05-01 17:56:00,0,0,2535,2006
Lradrama,2007-07-16 16:39:00,0,0,14661,2007
Luckyluke,2006-01-06 13:20:00,0,0,5754,2004
luvcraft,2007-08-16 23:28:00,0,0,2362,2004
Lwarf,2007-05-21 09:39:00,0,0,1,2007
Maelwys,2007-03-14 14:57:00,0,0,4864,2005
Magioladitis,2007-12-18 01:20:00,0,0,694467,2006
Majorly,2007-11-04 00:37:00,0,0,38674,2006
MakeChooChooGoNow,2007-04-13 06:49:00,0,0,3707,2005
Marcschulz,2007-05-24 19:05:00,0,0,920,2004
MarSch,2007-09-13 13:07:00,0,0,8455,2005
Martinultima,2007-04-29 11:45:00,0,0,517,2004
MasterA113,2007-02-19 00:57:00,0,0,1494,2006
mattbroon,2007-08-15 04:00:00,0,0,126,2007
Mattl2001,2007-06-01 04:59:00,0,0,504,2007
Max Naylor,2007-04-24 17:32:00,0,0,3250,2004
mbralchenko,2007-02-09 20:46:00,0,0,319,2006
Mehrshad123,2015-11-30 20:51:08.734172,0,0,655,2005
Melsaran,2007-08-17 10:19:00,0,0,15935,2007
Member,2007-07-02 10:51:00,0,0,7175,2005
mentaka,2007-01-21 18:36:00,0,0,173,2006
MER-C,2007-02-03 11:31:00,0,0,186392,2006
Mercury,2007-12-28 22:49:00,0,0,0,2015
Michaelbusch,2007-10-30 05:30:00,0,0,12764,2006
Michaelsanders,2007-12-08 15:57:00,0,0,15064,2006
Michfan2123,2007-10-24 23:44:00,0,0,18414,2006
microchip08,2007-04-23 16:54:00,0,0,4647,2006
MiddleEastern,2007-03-15 14:32:00,0,0,160,2007
Mike33,2007-07-12 12:21:00,0,0,1527,2006
Mike6271,2007-10-16 02:00:00,0,0,1980,2006
Minesweeper.007,2007-09-12 23:03:00,0,0,7602,2006
Miranda,2007-11-05 23:17:00,0,0,34620,2007
MMAfan2007,2007-08-13 18:17:00,0,0,542,2007
Moralis,2007-04-13 14:31:00,0,0,1986,2005
Moreschi,2007-02-06 01:37:00,0,0,19434,2006
MoRsE,2007-01-22 22:32:00,0,0,13336,2005
Mrld,2007-03-09 00:31:00,0,0,2237,2006
Mschel,2007-04-04 00:31:00,0,0,10428,2006
munkee madness,2007-05-30 19:56:00,0,0,772,2006
N,2007-07-21 23:52:00,0,0,5,2012
N3mm,2007-08-01 19:43:00,0,0,31,2006
Nardman1,2007-05-13 03:03:00,0,0,1,2007
Nat.tang,2007-05-31 04:55:00,0,0,0,2007
Natl1,2007-02-12 01:45:00,0,0,6185,2006
Nburden,2007-11-29 03:05:00,0,0,5312,2006
Nduell,2007-01-06 23:40:00,0,0,32,2006
